#{"t_start": 1763702262.0168269, "env_id": "Team7-v0"}
27.4,40,4187.590498
13.67619,21,4190.227848
26.761905,40,4195.519186
29.333333,40,4200.519101
10.0613,16,4202.632358
12.019048,18,4204.994062
9.6,14,4206.888322
16.914286,24,4209.989679
12.533333,18,4212.392413
28.07619,40,4217.551965
21.333333,33,4221.683784
28.190476,40,4226.616024
16.47619,24,4229.69865
22.009524,34,4233.89982
17.904762,26,4237.168796
12.857143,20,4239.741803
27.190476,40,4244.660614
12.12381,18,4246.951272
28.295238,40,4251.987133
19.866667,28,4255.749506
19.133333,27,4259.189158
21.647619,33,4263.335641
8.8,14,4265.181971
13.933333,21,4267.908082
5.761905,9,4269.091817
7.561905,12,4270.682797
14.92381,23,4273.545436
19.133333,27,4277.06414
12.361905,19,4279.587791
13.085714,19,4282.048587
28.52381,40,4286.854079
28.952381,40,4291.913494
9.333333,14,4293.802383
11.380952,18,4296.189728
28.285714,40,4301.298188
11.504762,18,4303.667379
28.571429,40,4308.483735
19.095238,27,4311.970565
3.619048,6,4312.76224
22.666667,35,4317.405211
12.72381,19,4319.872937
6.666667,11,4321.250971
5.87619,9,4322.457545
8.371429,13,4324.203813
9.466667,14,4326.084169
10.761905,16,4328.215176
10.92381,16,4330.222269
4.285714,7,4331.134117
7.790476,12,4332.626751
27.047619,40,4337.544424
4.895238,8,4338.588577
5.333333,9,4339.746443
28.571429,40,4344.763443
11.47619,17,4346.979298
28.209524,40,4351.753202
15.171429,22,4354.637
8.0,13,4356.338689
8.742857,13,4357.984615
25.733333,36,4362.460348
27.428571,40,4367.360572
11.447619,17,4369.462732
8.019048,12,4371.039177
19.838095,29,4374.577843
22.27619,33,4378.891702
10.571429,16,4381.000538
26.895238,40,4385.627728
16.571429,25,4388.838554
14.133333,21,4391.563989
7.190476,11,4392.990696
14.0,20,4395.503197
12.114286,19,4397.994027
14.838095,22,4400.903884
13.790476,21,4403.664963
4.666667,8,4404.701187
20.609524,30,4408.288361
19.638095,28,4411.826912
27.457143,40,4416.809919
27.047619,40,4421.571994
15.32381,23,4424.511589
6.666667,11,4425.900791
18.133333,28,4429.532918
13.619048,20,4432.181729
25.047619,36,4436.907126
8.133333,12,4438.478205
26.666667,40,4443.145753
14.533333,21,4445.836858
23.942857,34,4449.942905
20.314286,31,4453.763252
10.047619,15,4455.698789
24.514286,35,4459.868886
29.085714,40,4464.767269
11.638095,17,4466.945698
28.333333,40,4472.046181
28.190476,40,4476.743483
7.333333,12,4478.299824
16.238095,25,4481.395905
27.047619,40,4486.543799
19.866667,28,4490.063874
28.609524,40,4494.790025
13.038095,19,4497.375701
20.47619,30,4501.092644
18.095238,26,4504.49545
6.095238,10,4505.81911
27.809524,40,4510.791446
27.504762,40,4515.806501
13.333333,21,4518.599082
28.190476,40,4523.398807
14.266667,22,4526.189063
24.019048,36,4530.733526
29.333333,40,4535.812931
6.47619,10,4537.14807
6.095238,10,4538.432409
9.390476,14,4540.230112
28.6,40,4545.528977
5.847619,9,4546.699968
28.12381,40,4551.557201
21.647619,33,4556.04993
4.2,7,4556.982506
14.219048,22,4559.784695
18.104762,27,4563.378405
11.314286,17,4565.579635
18.533333,28,4569.070686
26.666667,40,4573.964718
9.670823,15,4575.952312
11.314286,17,4578.115043
28.542857,40,4582.949905
13.809524,20,4585.427178
27.047619,40,4590.371861
11.67619,18,4592.765994
9.219048,14,4594.624618
9.6,14,4596.480402
28.07619,40,4601.440529
27.933333,40,4606.328259
28.409524,40,4611.394439
9.438095,15,4613.314186
27.809524,40,4618.98989
28.952381,40,4624.079341
15.933333,23,4626.970475
16.447619,25,4630.037969
10.428571,16,4632.079165
29.333333,40,4637.382716
18.104762,27,4641.003054
16.0,25,4644.202018
27.428571,40,4649.124508
21.885714,32,4653.098961
27.047619,40,4658.054367
12.533333,18,4660.453743
26.666667,40,4665.114299
5.047619,8,4666.135063
16.019048,24,4669.102815
28.952381,40,4674.476793
27.047619,40,4679.671809
27.352381,40,4684.402317
16.066667,25,4687.70597
27.047619,40,4692.861089
8.12381,13,4694.646501
23.533333,33,4699.015783
16.828571,24,4702.015104
28.952381,40,4707.0136
26.790476,39,4711.750738
13.47619,20,4714.413886
28.961905,40,4719.21127
15.333333,24,4722.173376
15.380952,22,4725.047573
27.942857,40,4729.981133
16.952381,25,4733.100351
26.466667,37,4738.110343
21.885714,32,4741.942482
15.047619,22,4744.694678
27.809524,40,4749.538596
18.4,26,4752.869612
9.619048,15,4754.88678
11.314286,17,4757.088163
18.619048,27,4760.555868
18.87619,27,4763.916155
13.733333,21,4766.676186
12.190476,18,4768.960915
29.190476,40,4773.713625
22.666667,35,4777.963208
14.238095,21,4780.639888
24.0,35,4784.888572
7.67619,12,4786.455403
26.87619,40,4791.577695
10.27619,16,4793.629149
28.571429,40,4799.014441
29.333333,40,4803.877425
12.190476,18,4806.207934
15.587076,23,4809.28017
16.333333,24,4812.32879
5.504762,9,4813.523668
6.885714,11,4814.946703
28.6,40,4819.738004
10.714286,17,4821.891937
27.809524,40,4826.652817
8.247619,13,4828.387957
20.6,29,4832.018914
10.828571,17,4834.280316
28.952381,40,4839.244487
9.2,14,4841.045373
16.47619,25,4844.0326
29.142857,40,4848.734914
26.666667,40,4853.570894
27.428571,40,4858.857794
27.8613,40,4864.021152
28.628571,40,4868.99275
4.92381,8,4870.057539
11.847619,18,4872.391142
8.628571,13,4874.086596
4.2,7,4874.984501
4.666667,8,4876.070833
3.390476,6,4876.865874
27.657143,40,4881.720619
11.6,18,4884.060208
10.990476,17,4886.215789
19.238095,28,4889.941715
14.533333,21,4892.677728
3.733333,6,4893.473362
9.619048,15,4895.447486
12.533333,18,4897.773634
20.285714,29,4901.678102
10.666667,17,4903.959742
13.428571,20,4906.576679
15.047619,22,4909.437352
29.333333,40,4914.299528
10.457143,16,4916.625719
28.666667,40,4921.469181
27.095238,40,4926.331868
15.32381,23,4929.38868
13.771429,20,4931.940967
4.819048,8,4933.004565
28.190476,40,4937.989689
28.714286,40,4943.072729
3.619048,6,4943.888695
18.266667,28,4947.424897
29.009524,40,4952.327787
27.428571,40,4957.272135
5.67619,9,4958.474034
9.066667,14,4960.299758
27.371429,40,4965.168748
27.047619,40,4970.220162
10.219048,16,4972.360042
20.971429,32,4976.469361
23.333333,36,4980.919836
28.190476,40,4986.131985
25.0,35,4990.271676
15.380952,22,4993.0735
15.333333,24,4996.201795
19.904762,30,4999.765797
28.361905,40,5004.951063
6.980952,11,5006.448802
21.057143,30,5010.221879
23.666667,35,5014.596886
10.828571,17,5016.797208
17.409524,26,5020.166523
13.533333,21,5022.927017
26.666667,40,5027.792713
29.333333,40,5032.628389
4.2,7,5033.557131
21.885714,32,5037.813284
11.066667,16,5039.935783
16.914286,26,5043.14427
6.666667,11,5044.582545
8.133333,12,5046.204752
16.933333,24,5049.209277
13.085714,19,5051.649159
28.571429,40,5056.38632
6.980952,11,5057.913788
27.733333,40,5062.738844
26.666667,40,5067.646645
18.838095,29,5071.408139
19.133333,27,5074.729574
14.666667,23,5077.677781
26.666667,40,5082.753666
14.628571,22,5085.441406
5.047619,8,5086.494026
8.828571,13,5088.226874
16.247619,24,5091.033471
27.409524,40,5096.150635
28.571429,40,5101.173222
13.209524,19,5103.704471
13.619048,20,5106.142733
9.333333,15,5108.095567
22.27619,33,5112.154416
18.4,26,5115.385271
8.371429,13,5117.122371
27.047619,40,5121.969626
21.580952,32,5125.93219
4.771429,8,5127.019621
11.066667,16,5128.948423
28.190476,40,5134.027383
19.028571,28,5137.621646
10.914286,16,5139.752623
8.619048,13,5141.480046
27.809524,40,5146.357226
28.628571,40,5151.58797
27.638095,40,5156.805725
20.733333,31,5160.623009
13.733333,21,5163.422846
9.409524,14,5165.253569
14.0,20,5167.758472
12.180952,19,5170.299736
15.628571,24,5173.415806
26.666667,40,5178.872944
24.704762,36,5183.433979
5.933333,9,5184.623085
5.504762,9,5185.807259
26.92381,40,5190.797896
17.428571,25,5193.987336
16.171429,23,5196.913584
17.514286,25,5200.335993
10.047619,15,5202.382692
26.666667,40,5207.398831
27.428571,40,5212.38389
5.847619,9,5213.549925
11.67619,18,5215.989253
9.333333,14,5217.80924
4.0,7,5218.724024
12.285714,19,5221.290583
14.838095,22,5224.114521
12.857143,20,5226.677833
18.942857,29,5230.146125
15.104762,23,5233.085769
26.666667,40,5237.821529
5.419048,9,5238.987245
27.371429,40,5243.693603
19.133333,27,5246.96236
14.733333,21,5249.614098
19.333333,30,5253.500169
9.904762,15,5255.471472
26.666667,40,5260.182035
8.742857,13,5261.908612
11.67619,18,5264.29187
15.733333,23,5267.318451
16.666667,26,5270.563746
12.333333,19,5272.805395
23.533333,33,5277.095925
6.87619,11,5278.572489
27.047619,40,5283.665554
10.914286,16,5285.926604
7.809524,12,5287.542871
8.666667,14,5289.384781
8.485714,13,5291.096068
28.952381,40,5296.01916
11.152381,17,5298.284771
4.4,7,5299.214051
11.371429,17,5301.423962
13.428571,20,5303.956673
15.761905,23,5306.851935
13.333333,21,5309.430066
14.666667,23,5312.330239
8.742857,13,5314.037565
16.2,23,5316.920043
15.32381,23,5319.730238
8.0,13,5321.438274
7.904762,12,5323.037857
27.066667,40,5328.171273
5.504762,9,5329.351324
12.908919,20,5331.965838
23.133333,33,5336.303059
20.07619,31,5340.00816
15.104762,23,5343.017775
5.333333,9,5344.227006
9.47619,15,5346.216092
28.057143,40,5351.072367
28.190476,40,5356.176734
13.933333,21,5358.842098
12.0,19,5361.242399
13.809524,20,5363.730224
28.190476,40,5368.518787
6.0,10,5369.85155
18.257143,27,5373.144196
27.114286,40,5378.171914
10.0,16,5380.247857
12.361905,19,5382.716515
15.466667,22,5385.357031
16.914286,26,5388.733977
8.066667,12,5390.335203
23.419048,36,5394.822747
6.771429,11,5396.462329
15.285714,23,5399.400576
17.847619,27,5402.782094
26.561905,38,5407.555015
29.161905,40,5412.406041
14.628571,22,5415.321996
5.12381,8,5416.416295
29.247619,40,5421.256047
3.561905,6,5422.059988
28.571429,40,5427.178642
22.038095,33,5431.127665
16.47619,24,5434.163825
27.809524,40,5439.325489
17.409524,26,5442.586975
6.380952,10,5443.929252
16.666667,26,5447.308375
6.380952,10,5448.642694
28.438095,40,5453.665589
20.32381,29,5457.562313
28.695238,40,5462.614766
9.619048,15,5464.52086
12.247619,19,5466.928361
16.4,24,5469.861441
13.238095,20,5472.454333
29.314286,40,5477.63597
15.790476,24,5480.69857
11.47619,17,5482.932801
27.342857,40,5487.960642
17.409524,26,5491.287412
17.847619,27,5494.496157
5.933333,9,5495.688639
25.047619,36,5500.065929
15.485714,23,5503.085415
17.171429,26,5506.202833
16.180952,25,5509.274064
10.390476,16,5511.370932
8.666667,14,5513.219567
21.771429,31,5517.342731
16.47619,24,5520.481108
5.933333,9,5521.678224
5.419048,9,5522.884758
27.428571,40,5527.76829
27.809524,40,5532.743472
28.009524,40,5537.321392
13.585109,21,5539.982364
24.466667,37,5544.767562
17.190476,25,5547.91916
28.590476,40,5552.836427
24.0,35,5557.270156
4.819048,8,5558.335624
28.952381,40,5563.266727
16.238095,25,5566.282056
4.2,7,5567.181475
26.666667,40,5572.425476
6.980952,11,5573.837313
27.942857,40,5578.86549
15.485714,23,5581.801296
13.114286,19,5584.228413
26.885714,40,5589.202236
29.333333,40,5594.112819
12.866667,19,5596.483552
7.333333,12,5598.05614
26.819048,39,5602.858111
27.809524,40,5607.297507
25.67619,39,5612.259666
21.333333,33,5616.172755
9.504762,14,5618.004883
8.133333,12,5619.593021
14.0,22,5622.386179
13.333333,21,5625.129828
28.428571,40,5629.800907
27.990476,40,5634.878105
3.733333,6,5635.841626
16.619048,24,5638.907642
3.619048,6,5639.706901
9.904762,15,5641.662355
26.228571,39,5646.442146
10.590476,16,5648.527414
4.952381,8,5649.56416
10.761905,16,5651.584206
16.0,25,5654.950583
29.333333,40,5660.054058
7.733333,12,5661.615303
5.571429,9,5662.808189
14.333333,21,5665.541368
15.047619,22,5668.334976
8.12381,13,5670.039205
9.6,14,5671.828718
2.857143,5,5672.499468
6.009524,10,5673.836039
10.666667,17,5676.006502
10.257143,16,5678.086431
5.333333,9,5679.269364
15.542857,23,5682.265797
28.057143,40,5686.835122
28.961905,40,5691.583634
28.952381,40,5696.6241
6.638095,10,5697.934665
27.809524,40,5702.743853
5.12381,8,5703.776982
4.07619,7,5704.706693
25.8,38,5709.558016
13.72381,20,5712.092132
22.495238,32,5716.164208
25.733333,36,5720.413373
8.495238,13,5722.088912
7.333333,12,5723.650013
7.190476,11,5725.049356
17.190476,25,5728.100775
16.47619,24,5731.171265
18.361905,27,5734.603452
10.990476,17,5736.708046
13.780952,20,5739.27997
11.638095,17,5741.421511
22.190476,32,5745.549278
27.514286,40,5750.460134
10.657143,16,5752.462566
15.352381,23,5755.572254
6.0,10,5756.89227
10.990476,17,5759.120496
12.333333,18,5761.337018
3.333333,6,5762.116545
28.190476,40,5766.941152
6.0,10,5768.271672
13.333333,21,5770.917852
16.019048,24,5773.986761
10.0,16,5776.058392
28.571429,40,5780.809412
15.780952,24,5784.064068
27.047619,40,5789.221615
10.952381,16,5791.255266
18.942857,29,5794.910621
13.933333,21,5797.709741
13.257143,20,5800.263529
7.647619,12,5801.833576
10.371429,16,5803.883561
4.066667,7,5804.807102
22.27619,33,5808.872576
29.038095,40,5813.822743
16.666667,26,5817.30887
6.666667,10,5818.620494
27.190476,39,5823.266656
27.428571,40,5828.381065
4.666667,8,5829.457917
8.866667,13,5831.17325
8.0,13,5832.853875
14.885714,23,5835.93856
29.2,40,5840.860577
20.190476,30,5844.547144
14.733333,21,5847.270324
11.066667,16,5849.334789
12.361905,19,5851.719516
23.180952,33,5855.51236
12.333333,18,5857.891282
11.67619,18,5860.214837
27.047619,40,5865.295296
6.87619,11,5866.749406
9.333333,15,5868.757277
29.333333,40,5873.947306
20.047619,29,5877.772166
13.847619,21,5880.528608
27.809524,40,5885.429868
28.333333,40,5890.41548
26.666667,40,5895.370581
28.190476,40,5900.474531
6.980952,11,5901.897088
18.8,28,5905.289153
21.047619,30,5909.182907
10.828571,17,5911.29707
9.761905,15,5913.356245
6.666667,10,5914.67261
22.8,32,5918.780448
7.4,11,5920.245288
28.495238,40,5924.91994
5.447619,9,5926.114054
27.647619,39,5930.679649
5.761905,9,5931.861301
28.095238,40,5936.739038
5.847619,9,5937.939388
24.666667,35,5942.508
29.028571,40,5947.479856
17.904762,26,5950.825738
18.0,28,5954.494977
21.885714,32,5958.553777
4.466667,7,5959.505523
6.190476,10,5960.848916
20.190476,30,5964.667732
10.0,16,5966.807071
29.333333,40,5971.884599
28.961905,40,5976.982018
29.333333,40,5981.935865
7.333333,12,5983.48779
19.219048,29,5987.314472
11.47619,17,5989.525178
14.733333,21,5992.205825
28.866667,40,5997.079218
11.847619,18,5999.473645
8.866667,13,6001.241535
27.72381,40,6006.088553
28.12381,40,6011.197583
8.666667,14,6013.040163
23.619048,34,6017.125883
20.942857,32,6020.961061
9.333333,14,6022.784548
16.438095,25,6025.969802
11.333333,18,6028.367457
16.714286,25,6031.410543
12.190476,18,6033.728845
14.133333,21,6036.462976
16.47619,25,6039.467297
29.333333,40,6044.710383
29.333333,40,6049.328126
16.714286,25,6052.48875
8.0,13,6054.191768
26.990476,40,6059.343331
6.47619,10,6060.700945
29.333333,40,6065.84228
28.142857,40,6070.748893
13.733333,21,6073.515284
28.666667,40,6078.141847
27.219048,40,6083.04594
7.904762,12,6084.643349
11.638095,17,6086.840957
26.666667,40,6091.953488
28.514286,40,6096.824497
19.066667,28,6100.417522
29.209524,40,6105.208821
27.2,38,6109.813338
18.104762,27,6113.19009
11.847619,18,6115.749033
12.533333,18,6118.188699
18.942857,29,6121.683359
8.942857,14,6123.494237
12.409524,19,6126.056295
5.133333,8,6127.127382
4.4,7,6128.06189
26.666667,40,6132.9883
18.304762,28,6136.538396
19.619048,30,6140.350798
14.0,20,6143.295469
14.628571,22,6146.296939
28.047619,40,6151.610391
6.571429,10,6153.005917
8.866667,13,6155.357438
6.685714,11,6158.647881
25.390476,38,6164.363779
17.885714,26,6167.861961
8.619048,13,6169.629524
27.809524,40,6174.615136
29.095238,40,6179.901914
21.885714,32,6184.0899
28.952381,40,6189.251069
15.333333,24,6192.33058
28.8,40,6197.585585
20.0,31,6201.64098
9.619048,15,6203.663261
13.180952,19,6206.170726
8.67619,14,6208.029158
21.47619,31,6212.226496
27.047619,40,6217.190268
27.047619,40,6222.18651
23.333333,35,6226.767666
11.504762,18,6229.113469
17.152381,26,6232.419356
16.952381,25,6235.740853
28.666667,40,6240.644979
28.6,40,6245.749568
10.666667,17,6247.939154
11.67619,18,6250.272617
14.666667,23,6253.189747
7.904762,12,6254.79842
15.542857,23,6257.785488
29.333333,40,6262.61745
14.733333,21,6265.352523
10.190476,15,6267.322631
16.247619,24,6270.41956
7.085714,11,6271.894654
16.238095,25,6275.198878
15.333333,24,6278.235722
6.571429,10,6279.60803
28.057143,40,6284.562829
13.428571,20,6287.121309
19.457143,30,6291.042033
10.609524,16,6293.1219
26.704762,40,6298.178601
10.0,16,6300.318688
27.07619,40,6304.923048
3.333333,6,6305.718888
29.266667,40,6310.558442
9.619048,15,6312.525693
9.742857,15,6314.445124
10.047619,15,6316.380419
18.809524,29,6320.089459
26.085714,37,6324.765769
15.771429,24,6327.967068
17.952381,27,6331.536197
22.666667,35,6335.938278
28.771429,40,6341.044525
13.390476,21,6343.858563
27.142857,40,6349.066401
28.847619,40,6353.929955
18.828571,28,6357.782512
27.809524,40,6362.773451
16.2,23,6365.775299
28.790476,40,6371.002537
20.6,29,6374.48434
13.238095,20,6376.980394
2.952381,5,6377.684269
9.085714,14,6379.529007
7.561905,12,6381.126077
27.428571,40,6386.100243
11.8,17,6388.323886
28.952381,40,6393.355367
27.809524,40,6398.305608
9.6,14,6400.190165
15.27619,22,6402.96578
3.561905,6,6403.771272
7.847619,12,6405.376665
7.790476,12,6406.99762
18.780952,28,6410.66844
10.0,16,6412.706548
5.504762,9,6413.929971
21.361905,31,6418.206282
11.333333,18,6420.576781
12.533333,18,6422.997163
25.752381,38,6427.837365
19.866667,29,6431.47464
10.990476,17,6433.659165
